Season,Team,Champion,GP,W,L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
1976,San Antonio Spurs,FALSE,82,44,38,9432,3711,0,0,0,0,0,0,2522,79.7,1110,2550,3660,2115,857,499,1770,1966
1977,San Antonio Spurs,FALSE,82,52,30,9385,3794,0,0,0,0,0,0,2234,80.4,1030,2594,3624,2240,797,553,1665,1871
1978,San Antonio Spurs,FALSE,82,48,34,9780,3927,0,0,0,0,0,0,2423,79.5,1096,2619,3715,2313,829,509,1652,2071
1979,San Antonio Spurs,FALSE,82,41,41,9788,3856,0,0,52,0,0,0,2528,80.1,1153,2515,3668,2326,771,333,1589,2103
1980,San Antonio Spurs,FALSE,82,52,30,9209,3571,0,0,15,0,0,0,2668,76.9,1304,2582,3886,2048,685,643,1533,2114
1981,San Antonio Spurs,FALSE,82,48,34,9272,3698,0,0,64,0,0,0,2335,77.6,1253,2537,3790,2257,600,555,1293,2217
1982,San Antonio Spurs,FALSE,82,53,29,9375,3697,7340,50.4,94,308,30.5,1887,2468,76.5,1232,2599,3831,2261,675,469,1504,2095
1983,San Antonio Spurs,FALSE,82,37,45,9862,3909,7721,50.6,79,263,30,1965,2604,75.5,1230,2528,3758,2361,685,491,1447,2146
1984,San Antonio Spurs,FALSE,82,41,41,9412,3698,7202,51.3,55,202,27.2,1961,2571,76.3,1127,2470,3597,2316,757,443,1542,2180
1985,San Antonio Spurs,FALSE,82,35,47,9120,3596,7104,50.6,46,196,23.5,1882,2523,74.6,1069,2413,3482,2260,800,390,1624,2115
1986,San Antonio Spurs,FALSE,82,28,54,8882,3532,7456,47.4,117,403,29,1701,2292,74.2,1285,2347,3632,2220,786,325,1406,1930
1987,San Antonio Spurs,FALSE,82,31,51,9314,3706,7559,49,133,412,32.3,1769,2412,73.3,1184,2335,3519,2344,739,468,1418,1991
1988,San Antonio Spurs,FALSE,82,21,61,8652,3469,7409,46.8,63,293,21.5,1651,2367,69.8,1295,2181,3476,2037,961,423,1712,2153
1989,San Antonio Spurs,FALSE,82,56,26,8718,3388,6997,48.4,54,226,23.9,1888,2535,74.5,1163,2474,3637,2037,799,554,1399,1854
1990,San Antonio Spurs,FALSE,82,55,27,8782,3409,6988,48.8,81,297,27.3,1883,2459,76.6,1131,2657,3788,2140,670,571,1445,1896
1991,San Antonio Spurs,FALSE,82,47,35,8524,3377,7090,47.6,118,404,29.2,1652,2246,73.6,1229,2552,3781,2010,729,608,1308,1799
1992,San Antonio Spurs,FALSE,82,49,33,8652,3311,6762,49,236,692,34.1,1794,2346,76.5,919,2542,3461,2012,582,514,1227,1844
1993,San Antonio Spurs,FALSE,82,55,27,8202,3178,6688,47.5,249,714,34.9,1597,2151,74.2,1189,2597,3786,1896,561,450,1198,1662
1994,San Antonio Spurs,FALSE,82,62,20,8742,3236,6687,48.4,434,1158,37.5,1836,2487,73.8,1029,2661,3690,1919,656,456,1246,1871
1995,San Antonio Spurs,FALSE,82,59,23,8477,3148,6602,47.7,518,1320,39.2,1663,2261,73.6,937,2586,3523,2044,645,536,1195,1820
1996,San Antonio Spurs,FALSE,82,20,62,7418,2827,6391,44.2,378,1180,32,1386,1929,71.9,1101,2129,3230,1661,646,431,1243,1764
1997,San Antonio Spurs,FALSE,82,56,26,7587,2898,6187,46.8,302,863,35,1489,2164,68.8,984,2638,3622,1839,516,568,1318,1731
1998,San Antonio Spurs,TRUE,50,37,13,4640,1740,3812,45.6,172,521,33,988,1415,69.8,614,1584,2198,1101,421,351,759,1010
1999,San Antonio Spurs,FALSE,82,53,29,7886,2952,6393,46.2,330,882,37.4,1652,2214,74.6,927,2666,3593,1819,614,551,1233,1716
2000,San Antonio Spurs,FALSE,82,58,24,7886,2884,6262,46.1,445,1094,40.7,1673,2340,71.5,902,2712,3614,1778,568,576,1145,1551
2001,San Antonio Spurs,FALSE,82,58,24,7932,2913,6363,45.8,438,1211,36.2,1668,2249,74.2,907,2566,3473,1643,625,537,1180,1575
2002,San Antonio Spurs,TRUE,82,60,22,7856,2908,6297,46.2,449,1270,35.4,1591,2194,72.5,939,2556,3495,1636,629,529,1295,1672
2003,San Antonio Spurs,FALSE,82,57,25,7501,2842,6434,44.2,408,1140,35.8,1409,2069,68.1,1029,2669,3698,1676,661,537,1203,1667
2004,San Antonio Spurs,TRUE,82,59,23,7888,2923,6450,45.3,507,1395,36.3,1535,2120,72.4,987,2489,3476,1771,613,543,1126,1717
2005,San Antonio Spurs,FALSE,82,63,19,7837,2993,6342,47.2,524,1362,38.5,1327,1891,70.2,851,2548,3399,1717,543,467,1126,1714
2006,San Antonio Spurs,TRUE,82,58,24,8079,2999,6328,47.4,595,1561,38.1,1486,1980,75.1,761,2577,3338,1814,587,417,1137,1588
2007,San Antonio Spurs,FALSE,82,56,26,7820,2938,6424,45.7,594,1610,36.9,1350,1774,76.1,771,2612,3383,1718,521,337,1035,1537
2008,San Antonio Spurs,FALSE,82,54,28,7958,3042,6534,46.6,625,1620,38.6,1249,1641,76.1,728,2638,3366,1736,474,329,963,1546
2009,San Antonio Spurs,FALSE,82,50,32,8312,3150,6659,47.3,554,1547,35.8,1458,1969,74,887,2621,3508,1829,516,381,1116,1669
2010,San Antonio Spurs,FALSE,82,61,21,8502,3148,6628,47.5,685,1727,39.7,1521,1984,76.7,829,2603,3432,1836,602,372,1101,1556
2011,San Antonio Spurs,FALSE,66,50,16,6841,2611,5463,47.8,552,1405,39.3,1067,1427,74.8,683,2153,2836,1528,490,293,895,1143
2012,San Antonio Spurs,FALSE,82,58,24,8448,3210,6675,48.1,663,1764,37.6,1365,1725,79.1,666,2721,3387,2058,695,446,1206,1427
2013,San Antonio Spurs,TRUE,82,62,20,8639,3326,6844,48.6,698,1757,39.7,1289,1642,78.5,762,2786,3548,2064,604,420,1180,1495
1946,Boston Celtics,FALSE,60,22,38,3605,1397,0,0,0,0,0,0,1375,59,0,0,0,470,0,0,0,1202
1947,Boston Celtics,FALSE,48,20,28,3303,1241,0,0,0,0,0,0,1246,65.9,0,0,0,364,0,0,0,1065
1948,Boston Celtics,FALSE,60,25,35,4593,1706,0,0,0,0,0,0,1856,63.6,0,0,0,1135,0,0,0,1382
1949,Boston Celtics,FALSE,68,22,46,5420,1945,0,0,0,0,0,0,2163,70.7,0,0,0,1473,0,0,0,1644
1950,Boston Celtics,FALSE,69,39,30,5881,2065,0,0,0,0,0,0,2415,72.5,0,0,0,1579,0,0,0,1881
1951,Boston Celtics,FALSE,66,39,27,6027,2131,0,0,0,0,0,0,2406,73.4,0,0,0,1606,0,0,0,1734
1952,Boston Celtics,FALSE,71,46,25,6258,2177,0,0,0,0,0,0,2617,72.8,0,0,0,1666,0,0,0,1911
1953,Boston Celtics,FALSE,72,42,30,6315,2232,0,0,0,0,0,0,2550,72.6,0,0,0,1773,0,0,0,1969
1954,Boston Celtics,FALSE,72,36,36,7305,2604,0,0,0,0,0,0,2704,77.6,0,0,0,1905,0,0,0,1859
1955,Boston Celtics,FALSE,72,39,33,7632,2745,0,0,0,0,0,0,2785,76.9,0,0,0,1834,0,0,0,1874
1956,Boston Celtics,TRUE,72,44,28,7599,2808,0,0,0,0,0,0,2644,75,0,0,0,1464,0,0,0,1851
1957,Boston Celtics,FALSE,72,49,23,7916,3006,0,0,0,0,0,0,2585,73.7,0,0,0,1508,0,0,0,1723
1958,Boston Celtics,TRUE,72,52,20,8379,3208,0,0,0,0,0,0,2563,76.6,0,0,0,1568,0,0,0,1769
1959,Boston Celtics,TRUE,75,59,16,9337,3744,0,0,0,0,0,0,2519,73.4,0,0,0,1849,0,0,0,1856
1960,Boston Celtics,TRUE,79,57,22,9456,3697,0,0,0,0,0,0,2804,73.5,0,0,0,1872,0,0,0,2032
1961,Boston Celtics,TRUE,80,60,20,9687,3855,0,0,0,0,0,0,2715,72.8,0,0,0,2049,0,0,0,1909
1962,Boston Celtics,TRUE,80,58,22,9504,3746,0,0,0,0,0,0,2777,72.5,0,0,0,1960,0,0,0,2090
1963,Boston Celtics,TRUE,80,59,21,9042,3619,0,0,0,0,0,0,2489,72.5,0,0,0,1760,0,0,0,2125
1964,Boston Celtics,TRUE,80,62,18,9024,3567,0,0,0,0,0,0,2587,73.1,0,0,0,1772,0,0,0,2065
1965,Boston Celtics,TRUE,80,54,26,9014,3488,0,0,0,0,0,0,2758,73.9,0,0,0,1795,0,0,0,2012
1966,Boston Celtics,FALSE,81,60,21,9664,3724,0,0,0,0,0,0,2963,74.8,0,0,0,1962,0,0,0,2138
1967,Boston Celtics,TRUE,82,54,28,9523,3686,0,0,0,0,0,0,2983,72.1,0,0,0,1798,0,0,0,2147
1968,Boston Celtics,TRUE,82,48,34,9102,3583,0,0,0,0,0,0,2657,72.9,0,0,0,1953,0,0,0,2073
1969,Boston Celtics,FALSE,82,34,48,9422,3645,0,0,0,0,0,0,2711,78.6,0,0,0,1875,0,0,0,2320
1970,Boston Celtics,FALSE,82,44,38,9608,3804,0,0,0,0,0,0,2648,75.5,0,0,0,2052,0,0,0,2138
1971,Boston Celtics,FALSE,82,56,26,9477,3819,0,0,0,0,0,0,2367,77.7,0,0,0,2230,0,0,0,2030
1972,Boston Celtics,FALSE,82,68,14,9238,3811,0,0,0,0,0,0,2073,78,0,0,0,2320,0,0,0,1805
1973,Boston Celtics,TRUE,82,56,26,8937,3630,0,0,0,0,0,0,2097,80,1378,3074,4452,2187,561,305,1796,1868
1974,Boston Celtics,FALSE,82,60,22,8734,3587,0,0,0,0,0,0,1971,79.1,1315,2949,4264,2159,662,288,1625,1913
1975,Boston Celtics,TRUE,82,54,28,8708,3527,0,0,0,0,0,0,2120,78,1369,2972,4341,1980,561,260,1609,2002
1976,Boston Celtics,FALSE,82,44,38,8572,3462,0,0,0,0,0,0,2181,75.6,1241,2966,4207,2010,506,263,1673,2039
1977,Boston Celtics,FALSE,82,32,50,8670,3494,0,0,0,0,0,0,2159,77.9,1235,2850,4085,1969,643,295,1652,2033
1978,Boston Celtics,FALSE,82,29,53,8874,3527,0,0,0,0,0,0,2321,78.4,1119,2396,3515,1995,710,283,1713,1977
1979,Boston Celtics,FALSE,82,61,21,9303,3617,0,0,162,0,0,0,2449,77.9,1227,2457,3684,2198,809,308,1539,1974
1980,Boston Celtics,TRUE,82,62,20,9008,3581,0,0,65,0,0,0,2369,75.2,1155,2424,3579,2202,683,594,1577,1990
1981,Boston Celtics,FALSE,82,63,19,9180,3657,0,0,49,0,0,0,2457,74,1253,2489,3742,2126,652,568,1452,2014
1982,Boston Celtics,FALSE,82,56,26,9191,3711,7547,49.2,39,186,21,1730,2348,73.7,1273,2532,3805,2216,789,521,1541,2062
1983,Boston Celtics,TRUE,82,62,20,9194,3616,7235,50,55,229,24,1907,2407,79.2,1159,2538,3697,2122,673,430,1420,1949
1984,Boston Celtics,FALSE,82,63,19,9412,3721,7325,50.8,110,309,35.6,1860,2307,80.6,1116,2630,3746,2287,645,414,1332,1781
1985,Boston Celtics,TRUE,82,67,15,9359,3718,7312,50.8,138,393,35.1,1785,2248,79.4,1054,2753,3807,2387,641,511,1360,1756
1986,Boston Celtics,FALSE,82,59,23,9237,3645,7051,51.7,207,565,36.6,1740,2153,80.8,933,2585,3518,2421,561,526,1300,1710
1987,Boston Celtics,FALSE,82,57,25,9315,3599,6905,52.1,271,705,38.4,1846,2300,80.3,930,2440,3370,2448,620,415,1304,1804
1988,Boston Celtics,FALSE,82,42,40,8958,3520,7143,49.3,78,309,25.2,1840,2349,78.3,1179,2442,3621,2189,639,418,1336,1876
1989,Boston Celtics,FALSE,82,52,30,9023,3563,7148,49.8,106,404,26.2,1791,2153,83.2,1066,2707,3773,2423,539,455,1256,1717
1990,Boston Celtics,FALSE,82,56,26,9145,3695,7214,51.2,109,346,31.5,1646,1997,82.4,1088,2697,3785,2160,672,565,1320,1695
1991,Boston Celtics,FALSE,82,51,31,8745,3543,7196,49.2,110,359,30.6,1549,1917,80.8,1095,2583,3678,2072,636,484,1165,1686
1992,Boston Celtics,FALSE,82,48,34,8502,3453,7093,48.7,110,383,28.7,1486,1912,77.7,1076,2436,3512,1999,647,458,1174,1862
1993,Boston Celtics,FALSE,82,32,50,8267,3333,7057,47.2,138,477,28.9,1463,2003,73,1037,2380,3417,1928,674,440,1242,1849
1994,Boston Celtics,FALSE,82,35,47,8428,3179,6847,46.4,362,984,36.8,1708,2268,75.3,1156,2320,3476,1783,612,361,1305,1975
1995,Boston Celtics,FALSE,82,33,49,8495,3163,6942,45.6,539,1453,37.1,1630,2284,71.4,1050,2427,3477,1792,653,406,1302,2041
1996,Boston Celtics,FALSE,82,15,67,8248,3066,6967,44,467,1331,35.1,1649,2199,75,1095,2188,3283,1792,810,315,1342,1915
1997,Boston Celtics,FALSE,82,36,46,7864,3012,6934,43.4,415,1249,33.2,1425,1964,72.6,1196,2044,3240,1816,987,366,1330,2203
1998,Boston Celtics,FALSE,50,19,31,4650,1816,4164,43.6,273,758,36,745,1077,69.2,680,1458,2138,1073,453,255,807,1193
1999,Boston Celtics,FALSE,82,35,47,8146,3054,6880,44.4,417,1260,33.1,1621,2175,74.5,1108,2420,3528,1741,795,286,1259,2223
2000,Boston Celtics,FALSE,82,36,46,7759,2773,6485,42.8,592,1633,36.3,1621,2190,74,897,2367,3264,1708,769,336,1285,1952
2001,Boston Celtics,FALSE,82,49,33,7901,2852,6731,42.4,699,1946,35.9,1498,1960,76.4,891,2570,3461,1722,793,292,1114,1776
2002,Boston Celtics,FALSE,82,44,38,7599,2700,6509,41.5,719,2155,33.4,1480,1994,74.2,849,2471,3320,1575,720,303,1147,1758
2003,Boston Celtics,FALSE,82,36,46,7811,2843,6415,44.3,553,1599,34.6,1572,2095,75,851,2440,3291,1683,770,331,1332,1837
2004,Boston Celtics,FALSE,82,45,37,8304,3046,6511,46.8,437,1252,34.9,1775,2323,76.4,909,2438,3347,1810,667,423,1297,2000
2005,Boston Celtics,FALSE,82,33,49,8033,2951,6322,46.7,467,1290,36.2,1664,2204,75.5,813,2432,3245,1716,578,422,1359,2033
2006,Boston Celtics,FALSE,82,24,58,7857,2858,6454,44.3,471,1283,36.7,1670,2178,76.7,918,2391,3309,1630,589,382,1350,1971
2007,Boston Celtics,TRUE,82,66,16,8245,2986,6286,47.5,596,1564,38.1,1677,2176,77.1,830,2615,3445,1833,696,379,1246,1864
2008,Boston Celtics,FALSE,82,62,20,8275,3075,6333,48.6,538,1355,39.7,1587,2075,76.5,869,2586,3455,1862,621,387,1280,1897
2009,Boston Celtics,FALSE,82,50,32,8136,3039,6294,48.3,499,1433,34.8,1559,2090,74.6,716,2449,3165,1930,701,402,1219,1816
2010,Boston Celtics,FALSE,82,56,26,7913,3023,6219,48.6,408,1119,36.5,1459,1895,77,639,2542,3181,1921,676,344,1195,1678
2011,Boston Celtics,FALSE,66,39,27,6062,2341,5086,46,363,988,36.7,1017,1308,77.8,509,2051,2560,1557,498,362,979,1315
2012,Boston Celtics,FALSE,81,41,40,7818,3001,6459,46.5,498,1390,35.8,1318,1698,77.6,654,2533,3187,1843,667,365,1181,1717
2013,Boston Celtics,FALSE,82,25,57,7892,2996,6883,43.5,575,1729,33.3,1325,1706,77.7,980,2505,3485,1726,584,343,1261,1743
1966,Chicago Bulls,FALSE,81,33,48,9167,3565,0,0,0,0,0,0,2784,73.2,0,0,0,1827,0,0,0,2205
1967,Chicago Bulls,FALSE,82,29,53,8982,3488,0,0,0,0,0,0,2718,73.8,0,0,0,1527,0,0,0,2130
1968,Chicago Bulls,FALSE,82,33,49,8587,3355,0,0,0,0,0,0,2577,72.8,0,0,0,1597,0,0,0,2064
1969,Chicago Bulls,FALSE,82,39,43,9423,3607,0,0,0,0,0,0,2861,77.2,0,0,0,2133,0,0,0,1863
1970,Chicago Bulls,FALSE,82,51,31,9070,3460,0,0,0,0,0,0,2721,79,0,0,0,2142,0,0,0,1797
1971,Chicago Bulls,FALSE,82,57,25,9117,3539,0,0,0,0,0,0,2700,75.5,0,0,0,2087,0,0,0,1964
1972,Chicago Bulls,FALSE,82,51,31,8534,3480,0,0,0,0,0,0,2073,75.9,0,0,0,2023,0,0,0,1881
1973,Chicago Bulls,FALSE,82,54,28,8368,3292,0,0,0,0,0,0,2314,77.1,1143,2616,3759,1868,764,316,1690,1874
1974,Chicago Bulls,FALSE,82,47,35,8045,3167,0,0,0,0,0,0,2203,77.7,1107,2786,3893,1840,668,379,1482,1952
1975,Chicago Bulls,FALSE,82,24,58,7863,3106,0,0,0,0,0,0,2197,75.1,1375,2726,4101,1704,627,255,1413,1977
1976,Chicago Bulls,FALSE,82,44,38,8111,3249,0,0,0,0,0,0,2159,74.7,1292,2705,3997,1989,699,364,1552,1871
1977,Chicago Bulls,FALSE,82,40,42,8523,3330,0,0,0,0,0,0,2471,75.4,1248,2577,3825,2119,665,322,1667,1930
1978,Chicago Bulls,FALSE,82,31,51,8588,3478,0,0,0,0,0,0,2184,74.7,1224,2544,3768,2169,576,324,1813,1970
1979,Chicago Bulls,FALSE,82,30,52,8813,3362,0,0,70,0,0,0,2592,77.9,1115,2465,3580,2152,704,392,1684,2146
1980,Chicago Bulls,FALSE,82,45,37,8937,3457,0,0,38,0,0,0,2563,77.4,1227,2475,3702,1925,729,514,1672,2058
1981,Chicago Bulls,FALSE,82,34,48,8743,3369,0,0,54,0,0,0,2545,76.7,1125,2525,3650,2043,580,483,1636,2008
1982,Chicago Bulls,FALSE,82,28,54,9102,3537,7373,48,45,209,21.5,1983,2690,73.7,1267,2527,3794,2086,666,400,1743,2192
1983,Chicago Bulls,FALSE,82,27,55,8501,3305,6972,47.4,20,117,17.1,1871,2508,74.6,1141,2300,3441,2095,687,454,1578,2196
1984,Chicago Bulls,FALSE,82,38,44,8916,3453,6909,50,29,161,18,1981,2526,78.4,1074,2366,3440,1992,622,468,1463,2071
1985,Chicago Bulls,FALSE,82,30,52,8962,3476,7227,48.1,88,317,27.8,1922,2499,76.9,1280,2278,3558,2006,609,400,1436,2166
1986,Chicago Bulls,FALSE,82,40,42,8596,3382,7155,47.3,78,299,26.1,1754,2254,77.8,1248,2400,3648,2143,677,438,1257,1922
1987,Chicago Bulls,FALSE,82,50,32,8609,3434,7015,49,56,243,23,1685,2221,75.9,1170,2459,3629,2149,712,475,1263,1849
1988,Chicago Bulls,FALSE,82,47,35,8726,3448,6968,49.5,174,530,32.8,1656,2106,78.6,1018,2453,3471,2213,722,376,1327,1855
1989,Chicago Bulls,FALSE,82,55,27,8977,3531,7090,49.8,250,669,37.4,1665,2140,77.8,1075,2279,3354,2172,814,388,1247,1906
1990,Chicago Bulls,TRUE,82,61,21,9024,3632,7125,51,155,424,36.6,1605,2111,76,1148,2342,3490,2212,822,438,1184,1751
1991,Chicago Bulls,TRUE,82,67,15,9011,3643,7168,50.8,138,454,30.4,1587,2132,74.4,1173,2439,3612,2279,672,480,1088,1693
1992,Chicago Bulls,TRUE,82,57,25,8625,3475,7205,48.2,244,669,36.5,1431,1952,73.3,1290,2283,3573,2133,783,410,1103,1804
1993,Chicago Bulls,FALSE,82,55,27,8033,3245,6815,47.6,233,659,35.4,1310,1859,70.5,1143,2391,3534,2102,740,354,1306,1750
1994,Chicago Bulls,FALSE,82,47,35,8325,3191,6710,47.6,443,1187,37.3,1500,2065,72.6,1106,2294,3400,1970,797,352,1297,1962
1995,Chicago Bulls,TRUE,82,72,10,8625,3293,6892,47.8,544,1349,40.3,1495,2004,74.6,1247,2411,3658,2033,745,345,1175,1807
1996,Chicago Bulls,TRUE,82,69,13,8458,3277,6923,47.3,523,1403,37.3,1381,1848,74.7,1235,2461,3696,2142,716,332,1109,1617
1997,Chicago Bulls,TRUE,82,62,20,7931,3064,6801,45.1,311,962,32.3,1492,2009,74.3,1243,2438,3681,1952,696,353,1178,1691
1998,Chicago Bulls,FALSE,50,13,37,4095,1539,3837,40.1,177,612,28.9,840,1185,70.9,573,1394,1967,1017,436,169,774,1112
1999,Chicago Bulls,FALSE,82,17,65,6952,2565,6180,41.5,340,1032,32.9,1482,2089,70.9,1032,2323,3355,1645,646,383,1557,1908
2000,Chicago Bulls,FALSE,82,15,67,7181,2721,6411,42.4,329,950,34.6,1410,1909,73.9,926,2260,3186,1810,675,379,1292,1902
2001,Chicago Bulls,FALSE,82,21,61,7335,2811,6491,43.3,300,868,34.6,1413,1958,72.2,924,2359,3283,1817,633,361,1252,1834
2002,Chicago Bulls,FALSE,82,30,52,7786,2991,6714,44.5,349,997,35,1455,2014,72.2,985,2541,3526,1782,605,461,1388,2028
2003,Chicago Bulls,FALSE,82,23,59,7355,2798,6753,41.4,429,1256,34.2,1330,1834,72.5,1048,2519,3567,1793,659,396,1321,1911
2004,Chicago Bulls,FALSE,82,47,35,7745,2849,6592,43.2,511,1433,35.7,1536,2048,75,1001,2591,3592,1743,576,369,1371,2028
2005,Chicago Bulls,FALSE,82,41,41,8020,3004,6737,44.6,560,1477,37.9,1452,1967,73.8,906,2602,3508,1804,508,345,1224,2038
2006,Chicago Bulls,FALSE,82,49,33,8100,3046,6663,45.7,480,1237,38.8,1528,2083,73.4,984,2597,3581,1832,639,445,1310,1908
2007,Chicago Bulls,FALSE,82,33,49,7981,2987,6861,43.5,474,1305,36.3,1533,2029,75.6,1050,2478,3528,1811,635,429,1197,1784
2008,Chicago Bulls,FALSE,82,41,41,8378,3126,6846,45.7,493,1293,38.1,1633,2052,79.6,970,2481,3451,1732,615,453,1192,1709
2009,Chicago Bulls,FALSE,82,41,41,7993,3081,6825,45.1,352,1066,33,1479,1962,75.4,937,2715,3652,1704,531,478,1175,1648
2010,Chicago Bulls,FALSE,82,62,20,8087,3042,6587,46.2,511,1415,36.1,1492,2008,74.3,967,2654,3621,1827,592,468,1161,1639
2011,Chicago Bulls,FALSE,66,50,16,6359,2467,5462,45.2,419,1117,37.5,1006,1394,72.2,915,2165,3080,1527,456,388,923,1139
2012,Chicago Bulls,FALSE,82,45,37,7641,2926,6698,43.7,446,1265,35.3,1343,1738,77.3,1026,2514,3540,1886,588,417,1171,1617
2013,Chicago Bulls,FALSE,82,48,34,7680,2843,6577,43.2,508,1459,34.8,1486,1908,77.9,937,2683,3620,1860,594,424,1223,1565
1949,Tri-Cities Blackhawks,FALSE,64,29,35,5313,1818,0,0,0,0,0,0,2308,72.7,0,0,0,1330,0,0,0,2057
1950,Tri-Cities Blackhawks,FALSE,68,25,43,5730,1988,0,0,0,0,0,0,2425,72.3,0,0,0,1476,0,0,0,2092
1951,Milwaukee Hawks,FALSE,66,17,49,4833,1674,0,0,0,0,0,0,2177,68.2,0,0,0,1229,0,0,0,1848
1952,Milwaukee Hawks,FALSE,71,27,44,5389,1873,0,0,0,0,0,0,2400,68.5,0,0,0,1427,0,0,0,2120
1953,Milwaukee Hawks,FALSE,72,21,51,5038,1757,0,0,0,0,0,0,2205,69.1,0,0,0,1298,0,0,0,1771
1954,Milwaukee Hawks,FALSE,72,26,46,6291,2187,0,0,0,0,0,0,2672,71.7,0,0,0,1544,0,0,0,1904
1955,St. Louis Hawks,FALSE,72,33,39,6953,2506,0,0,0,0,0,0,2761,70.3,0,0,0,1748,0,0,0,1971
1956,St. Louis Hawks,FALSE,72,34,38,7091,2557,0,0,0,0,0,0,2710,73,0,0,0,1454,0,0,0,1848
1957,St. Louis Hawks,TRUE,72,41,31,7738,2779,0,0,0,0,0,0,3047,71.5,0,0,0,1541,0,0,0,1875
1958,St. Louis Hawks,FALSE,72,49,23,7830,2879,0,0,0,0,0,0,2757,75.2,0,0,0,1567,0,0,0,1937
1959,St. Louis Hawks,FALSE,75,46,29,8506,3179,0,0,0,0,0,0,2885,74.5,0,0,0,1881,0,0,0,1995
1960,St. Louis Hawks,FALSE,79,51,28,9383,3618,0,0,0,0,0,0,2921,73.5,0,0,0,2136,0,0,0,2135
1961,St. Louis Hawks,FALSE,80,29,51,9508,3641,0,0,0,0,0,0,2939,75.7,0,0,0,1996,0,0,0,2166
1962,St. Louis Hawks,FALSE,80,48,32,8766,3355,0,0,0,0,0,0,2820,72.9,0,0,0,1902,0,0,0,2077
1963,St. Louis Hawks,FALSE,80,46,34,8797,3341,0,0,0,0,0,0,2795,75.7,0,0,0,1901,0,0,0,2266
1964,St. Louis Hawks,FALSE,80,45,35,8706,3269,0,0,0,0,0,0,2947,73.6,0,0,0,1691,0,0,0,2069
1965,St. Louis Hawks,FALSE,80,36,44,8913,3379,0,0,0,0,0,0,2870,75.1,0,0,0,1782,0,0,0,2179
1966,St. Louis Hawks,FALSE,81,39,42,9204,3547,0,0,0,0,0,0,2979,70.8,0,0,0,1708,0,0,0,2173
1967,St. Louis Hawks,FALSE,82,56,26,9266,3504,0,0,0,0,0,0,3111,72.6,0,0,0,1988,0,0,0,2046
1968,Atlanta Hawks,FALSE,82,48,34,9123,3605,0,0,0,0,0,0,2785,68.7,0,0,0,2069,0,0,0,2082
1969,Atlanta Hawks,FALSE,82,48,34,9646,3817,0,0,0,0,0,0,2669,75.4,0,0,0,2142,0,0,0,2016
1970,Atlanta Hawks,FALSE,82,36,46,9348,3614,0,0,0,0,0,0,2975,71.3,0,0,0,1906,0,0,0,1958
1971,Atlanta Hawks,FALSE,82,36,46,8982,3482,0,0,0,0,0,0,2725,74.1,0,0,0,1897,0,0,0,1967
1972,Atlanta Hawks,FALSE,82,46,36,9219,3700,0,0,0,0,0,0,2482,73.3,0,0,0,2074,0,0,0,1916
1973,Atlanta Hawks,FALSE,82,35,47,8907,3602,0,0,0,0,0,0,2264,75.2,1240,2712,3952,1993,758,332,1823,2073
1974,Atlanta Hawks,FALSE,82,31,51,8620,3424,0,0,0,0,0,0,2435,72.8,1441,2653,4094,1878,744,227,1550,1964
1975,Atlanta Hawks,FALSE,82,29,53,8411,3301,0,0,0,0,0,0,2467,73.3,1225,2540,3765,1666,790,277,1553,1983
1976,Atlanta Hawks,FALSE,82,31,51,8394,3279,0,0,0,0,0,0,2451,74.9,1244,2512,3756,1882,733,330,1779,2302
1977,Atlanta Hawks,FALSE,82,41,41,8506,3335,0,0,0,0,0,0,2316,79.3,1160,2359,3519,1901,916,408,1592,2470
1978,Atlanta Hawks,FALSE,82,46,36,8950,3505,0,0,0,0,0,0,2534,76.6,1381,2341,3722,1938,801,596,1523,2424
1979,Atlanta Hawks,FALSE,82,50,32,8573,3261,0,0,13,0,0,0,2645,77.1,1369,2406,3775,1913,782,539,1495,2293
1980,Atlanta Hawks,FALSE,82,31,51,8604,3291,0,0,10,0,0,0,2590,77.7,1201,2224,3425,1846,749,469,1605,2276
1981,Atlanta Hawks,FALSE,82,42,40,8281,3210,0,0,28,0,0,0,2387,76.8,1135,2368,3503,1815,608,485,1343,2268
1982,Atlanta Hawks,FALSE,82,43,39,8335,3352,7146,46.9,45,188,23.9,1586,2111,75.1,1139,2433,3572,1945,573,665,1424,2022
1983,Atlanta Hawks,FALSE,82,40,42,8321,3230,6809,47.4,23,106,21.7,1838,2414,76.1,1112,2232,3344,1827,626,558,1329,2091
1984,Atlanta Hawks,FALSE,82,34,48,8743,3444,7119,48.4,73,235,31.1,1782,2371,75.2,1161,2345,3506,2009,665,541,1475,2047
1985,Atlanta Hawks,FALSE,82,50,32,8906,3447,7029,49,33,166,19.9,1979,2704,73.2,1249,2405,3654,2025,736,434,1483,2170
1986,Atlanta Hawks,FALSE,82,57,25,9024,3435,7141,48.1,135,425,31.8,2019,2661,75.9,1350,2478,3828,2077,700,511,1279,2152
1987,Atlanta Hawks,FALSE,82,50,32,8844,3443,7102,48.5,85,282,30.1,1873,2441,76.7,1228,2379,3607,2062,635,537,1225,2050
1988,Atlanta Hawks,FALSE,82,52,30,9102,3412,7230,47.2,110,397,27.7,2168,2709,80,1372,2316,3688,1990,817,474,1310,1880
